ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento
11  ,food,Lake Juan,budget,2500  , 16,2023-07-15?,Adam Mueller,matthew29@example.com ,(475)336-0709x87999,"025 Billy Row
Lisaside, AR 96338.",Efectivo,Entregado,Producto defectuoso,42
  6,_factor,West Charles,group, 1100,29  ,2023-08-13,Alan Bird,harperdanielle@example.net?,+1-105-592-6193x7727,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,En camino,*Producto defectuoso,53 
  17,involve,.Port Alexachester,movement,  700,11,2023-03-14.,.Samantha Parker,ydavid@example.com,602.238.8997x526,"664?Berger?Rapid
South?Suzanne,?WV?68526",Tarjeta,_Entregado,Producto defectuoso,27
20 ,owner,_Milesburgh,forward,2800 , 21,?2023-01-18,Dr. Monica Woods,powersjimmy@example.org*,630-469-6433,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta_,Entregado,?Producto defectuoso, 18
11  ,*dog,Kevinton.,spring,  1100,  2,2023-08-13,Samantha Hodges,hornebeth@example.com,?(686)499-0991,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,En camino,Producto defectuoso,12  
 23,.kitchen,Lindaport,popular,300  ,11,2023-08-13,*Angela Taylor,parkerandrew@example.org*,001-236-332-5014x39284,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Efectivo,En camino,Producto defectuoso ,88
10 ,dog,Port Alexachester, movement,1300 ,  13,2023-02-09,Benjamin Chan,paul49@example.net,001-338-955-6200,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,_Entregado,Producto defectuoso,42
11 ,worry,Valerietown,spring,900 ,11,2023-03-13,_Brittney Guerra, rdaugherty@example.net,001-338-955-6200,"67032 Megan Cliffs Suite 876
Loveside, SD 53246*",Tarjeta,Entregado,,  4
19 ,home?,South Timothyberg,TV, 2000,26  ,*2023-01-04,Angela Taylor,?briangonzales@example.net,369.774.6572x373,"*0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Producto defectuoso,25  
21  ,food, Briannaport,much,1100  , 23,*2023-01-04,Charles Williams,lweaver@example.org,372.568.4886x317,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737*",Efectivo,?Entregado,,54
 28,operation,East Jonathan,set,1100  ,10 ,2023-03-13,Benjamin Chan*,edward94@example.org?,001-594-337-5421x87814,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",_Efectivo,En*camino,,98
23  ,base,New Reginaldmouth,pay,200  ,30 ,2023-11-20,Larry Welch,hornebeth@example.com*,280.504.6212 ,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Tarjeta,En camino,.Producto defectuoso,43  
29  ,.create,Jessechester,TV,  2400,25,2023-09-23,?Juan Manning,vhill!example.org,(686)499-0991,"30768 Louis Mill
Lake Carmen, LA 47934?",Tarjeta?,Entregado,Producto defectuoso ,53 
6  ,operation,South Thomas,at,3000  ,  7,2023-06-07,Mark Mays,estesjon@example.org ,870-860-8083x698,"*025 Billy Row
Lisaside, AR 96338",Efectivo,En camino?,_, 4
25 ,strategy, Brendanberg,member,2300 ,  15,2023-04-14,Roger Stephens?,.eric87@example.org,372.568.4886x317,"664 Berger Rapid
South Suzanne, WV 68526",*Tarjeta,En?camino,,25 
27,owner,East Jonathan,despite,  2100,  8,2023-07-15,Roger Stephens*,walkerraven@example.net,630-469-6433,"025 Billy Row
Lisaside, AR 96338",?Tarjeta,Entregado*,_Producto defectuoso,39  
 7,six,Lake Juan,leader,1300 ,  21,2023-06-07,Angela Taylor,parkerandrew@example.org,509.821.0932x647*,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta?,En camino,.Producto defectuoso,  55
4 ,just,Andrewside,job?,200  ,21 ,2023-06-06,Roger Stephens,eric24@example.com,001-557-543-1910,"233 Peterson Canyon
Tranmouth, ND 40770", Tarjeta,En camino,_Producto defectuoso,  83
27,strategy,Port Kelly,at,1500 ,22 ,2023-09-01 ,Juan Manning?,krystalmcdaniel@example.org,491-474-2586," 18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Efectivo,En camino,Producto defectuoso,88
  5,home,Port Alexachester?,much?,2800 ,25,*2023-01-04,David Scott ,paul02@example.com,001-338-955-6200.,"93043 Kiara Crossroad
Port Amandachester, WI 16919",?Tarjeta,Entregado,Producto defectuoso,  49
  20,owner,Lake Juan,individual*,2800  ,  17,2023-03-22 ,*Daniel Garcia, sandersbeth@example.org,491-474-2586,"0262 Cheryl Union
Sampsonfurt, ME 63401",Efectivo?,Entregado,,98
27,wait,East Leah,leader*,700 ,  27,2023-09-01,Juan Manning,_eric87@example.org,001-338-955-6200,"67032 Megan Cliffs Suite 876
Loveside, SD 53246.",Tarjeta,Entregado*,Producto  defectuoso,36 
1 ,six,West Charles,despite,  1300, 22,2023-06-06,Andrew Mitchell,paul02@example.com,+1-105-592-6193x7727,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Efectivo,Entregado,Producto defectuoso, 55
1  ,choice,*East Brittany,exist,900 ,16 ,2023-04-14?,Karl Cardenas,eric87@example.org,001-557-543-1910,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta ,Entregado?,Producto defectuoso,24  
6  ,staff,Kevinton,rich,2500 ,11,2023-01-04,Kelsey Lopez,walkerraven@example.net,001-594-337-5421x87814,"0262 Cheryl Union
Sampsonfurt, ME 63401",Efectivo, Entregado,*,54
12  ,trade,_Andrewside,job,1300 ,8  ,2023-08-13,Adam Mueller,hornebeth@example.com,(101)988-9703x8562,"*493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,Entregado,,  39
20 ,administration,Brendanberg,individual*,2000  ,  23,2023-07-15,Andrew Mitchell,powersjimmy@example.org,630-469-6433,"9978?Kenneth?Plaza?Suite?069
Monicafurt,?NM?39529",Tarjeta?,.En camino,.,25 
 4,?home,Jessechester,much,2500 ,  10,2023-08-27,Dr. Monica Woods,rdaugherty@example.net,(314)325-7035x737*,".493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,Entregado,Producto defectuoso,4  
 1,staff,?West Charles,spring,700  ,16  ,2023-06-21,David Scott,ydavid@example.com,(686)499-0991*,"7474 Sean Pine
Frazierchester, OK 57469",Efectivo,Entregado,Producto  defectuoso,  24
3 ,kitchen,*Milesburgh,budget, 200, 7,2023-06-06,Cynthia Hayes.,eric24@example.com,001-890-231-3672x1535,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,En camino,Producto defectuoso,  78
13 ,choice,South Timothyberg,spring,2100 ,  27,2023-01-04,Larry Welch,matthew29@example.com?,(475)336-0709x87999,"664 Berger Rapid
South Suzanne, WV 68526",?Tarjeta,En camino,Producto defectuoso,98
25  ,up,East Brittany ,leader,200  ,11,2023-05-06,Lisa Stafford,paul02@example.com,001-096-236-8217,"93043 Kiara Crossroad
Port Amandachester, WI 16919",*Efectivo,Entregado,, 74
17 ,focus,South Timothyberg,movement,  1100,11,2023-01-04,Roger Stephens*,paul02@example.com,369.774.6572x373,"30768 Louis Mill
Lake Carmen, LA 47934_",Efectivo,En camino,, 19
 24,under,Courtneymouth,spring,2400  ,  27,2023-01-14,Larry Welch,lharmon  example.net,641-800-6599x2234,"915*Mathis*Camp*Apt.*447
Thomastown,*MS*44338",Efectivo,Entregado,?Producto defectuoso, 49
11  ,present,Trujillofort,matter,  900,11,2023-03-13,Carla Orozco,*briangonzales@example.net,(686)499-0991,"7474*Sean*Pine
Frazierchester,*OK*57469",Tarjeta,?En camino,,  12
12 ,owner,Brendanberg,rich,2500 ,27  ,.2023-02-09,Jessica Davis ,lharmon@example.net,001-557-543-1910,"403?Ashley?Mountains?Apt.?918
Nicholasberg,?MI?72538",Tarjeta,En camino,?,  74
 11,professor,Kevinton,.grow,  1500,11,2023-09-13,Juan Manning,estesjon@example.org,001-236-332-5014x39284,"30768 Louis Mill
Lake Carmen, LA 47934",?Tarjeta,Entregado,?,14  
26 ,choice,North Jasmine,much,  200,30 ,2022-12-04,Samantha Parker,.schmidtkrystal@example.org,(314)325-7035x737,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075 ",Tarjeta,En camino.,Producto defectuoso,  28
11  ,six,Jodichester,?leader,2400  ,11,2023-06-21,Brittney Guerra,briangonzales@example.net,+1-105-592-6193x7727_,"0827 Jill Cape Suite 299
Angieport, DC 15542", Efectivo,En camino,,42
 11,operation,New Reginaldmouth?,leg,  1100,23 ,2023-03-14,_Angela Taylor,krystalmcdaniel@example.org*,602.238.8997x526,"025  Billy  Row
Lisaside,  AR  96338",Tarjeta,Entregado,Producto defectuoso,88
  20,_dog,East Janicemouth.,north, 200,11,2023-07-15,Kelsey Lopez,sandersbeth@example.org?,525-194-7529,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Efectivo,Entregado,,4 
9,create,Vasquezborough,*individual, 900,8 ,2023-06-21 ,Adam Mueller,edward94@example.org,*(475)336-0709x87999,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta?,Entregado,Producto defectuoso,38  
1 ,strategy,Trujillofort,set*,2500  ,22  ,2023-05-06?,*Kelsey Lopez,dhuber!example.com,001-338-955-6200,"PSC 2182, Box 8243
APO AP 79039",Tarjeta_,Entregado.,Producto defectuoso_, 14
15,six,_Lake Juan,member,200  ,28  ,*2023-08-13,Mark Mays,*matthew29@example.com,001-338-955-6200,"025 Billy Row
Lisaside, AR 96338",*Efectivo,Entregado., ,27
4  ,kitchen,.Andrewside,leader*,600  , 27,2023-01-14,Sharon Lowe.,lweaver@example.org,_001-419-330-3873x87349,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",?Tarjeta,Entregado,Producto defectuoso_, 83
25  ,_democratic,Valerietown,spring,1500 ,28  ,2023-11-20,*Alan Bird,edward94@example.org,001-236-332-5014x39284,"664 Berger Rapid
South Suzanne, WV 68526",Efectivo,Entregado.,Producto defectuoso,49  
  6,_door,*North Jasmine,movement*, 2600,28  ,2023-09-12,Charles Williams_,walkerraven@example.net,525-194-7529,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,.Entregado,Producto defectuoso, 53
9,involve, Courtneymouth,much, 2000,8 ,2023-09-23,Dr. Monica Woods,.edward94@example.org,001-890-231-3672x1535,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,En camino,Producto defectuoso,  87
  3,six?,Port Kelly,much,200  , 29,2023-09-23,Mark*Mays,wwilson@example.org,369.774.6572x373,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta ,Entregado_,,27
  10,worry,Milesburgh ,group, 900,13  ,2023-09-12_,Cynthia Hayes,lweaver!example.org,602.238.8997x526 ,"7474 Sean Pine
Frazierchester, OK 57469",Efectivo,Entregado,Producto!defectuoso,19 
1 ,if.,East Josephland,leg,3000  ,9,2023-09-01,Karl Cardenas_,cwilliams@example.com,372.568.4886x317,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,En camino,Producto!defectuoso, 19
7 ,strategy,?Trujillofort,spring,  1600, 10,2023-10-15,Robert Bryant,estesjon@example.org,(475)336-0709x87999,"0262 Cheryl Union
Sampsonfurt, ME 63401",Efectivo,Entregado,Producto defectuoso,  97
17 ,worry,North Thomastown,step, 2500, 24,2023-01-18_,Angela Taylor,cwilliams@example.com,630-469-6433,"025 Billy Row
Lisaside, AR 96338",Efectivo,.En camino,Producto defectuoso,88
17 ,education ,Susanton,leg, 2500,26 ,2023-07-15,Samantha Parker,?schmidtkrystal@example.org,001-236-332-5014x39284,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739_",Efectivo ,Entregado,?,4  
22 ,kitchen,North?Jasmine,at,1300  ,18 ,2023-05-06,Jessica Davis,matthew29@example.com,001-096-236-8217,"?30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,En camino?,,  49
25  ,door,Nguyenshire,finish,1100 ,  13,2023-06-07,Karl Cardenas,cwilliams@example.com,001-890-231-3672x1535,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta ,En camino , ,25  
23  ,door,East Janicemouth_,group,2100  ,11,2023-10-15_,Carla Orozco,krystalmcdaniel@example.org,001-594-337-5421x87814,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Tarjeta,.Entregado,Producto defectuoso,21  
2  ,strategy,Briannaport, grow, 200,11,2023-07-25,Larry Welch,parkerandrew@example.org?,641-800-6599x2234,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Efectivo_,Entregado,*,98
25  ,food,Briannaport,exist,800  ,23  ,2023-09-13,Benjamin Chan,karaware@example.net,641-800-6599x2234,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,,  72
  20,kitchen,West Charles,despite, 1600,7  ,2023-01-18*,Brittney Guerra,harperdanielle@example.net.,(475)336-0709x87999,"769 Dickerson Drive
Jasminemouth, HI 08895",_Efectivo,?Entregado,Producto defectuoso,19  
5  ,present,Jodichester,spring,900  ,25,2023-11-20,Mark Mays.,.lharmon@example.net,001-236-332-5014x39284,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,Entregado,Producto defectuoso, 36
27,six?,.North Jasmine,say,200  ,30 ,2023-06-07,Samantha Hodges,paul49@example.net, 339-100-4282x04920,"USS Fuller
FPO AA 30334",Tarjeta,En?camino,Producto defectuoso,18 
20  ,staff,*West Charles,group, 1100,  14,2023-06-17,.Karl Cardenas,cwilliams@example.com,602.238.8997x526,"664 Berger Rapid
South Suzanne, WV 68526*",Efectivo,*En camino,?,98
  30,up,*Briannaport,budget,  2400,10  ,2023-06-28,Daniel Garcia ,ydavid@example.com*,369.774.6572x373,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta,Entregado?,Producto defectuoso_, 19
9,factor,South Timothyberg,budget,  200, 26,2023-10-15,Dr. Monica Woods,karaware@example.net,(314)325-7035x737,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,Entregado,Producto defectuoso,18 
 14,trade,Andrewside,_industry,  300,25,2023-02-09,Sharon Lowe?,rdaugherty@example.net,602.238.8997x526,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado,Producto defectuoso.,42
  17,staff,Jodichester,member, 2800,  28,2023-07-25,Crystal Chambers ,david09?example.com,857-262-8794,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,Entregado,.,  87
9,create_,Milesburgh?,popular, 2100,7  ,2023-09-13,Robert Bryant,krystalmcdaniel@example.org,372.568.4886x317,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta.,Entregado,_,21 
  17,operation,Susanton,?step, 2100, 16,2023-08-13*,Jennifer Holmes,david09@example.com.,(686)499-0991,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",.Efectivo,*En camino,Producto defectuoso,21 
 20,operation,Andrewside,pay?,1600 ,8  ,2023-03-13,Brittney Guerra,cwilliams@example.com,641-800-6599x2234,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta*,En camino ,, 53
9,trade,Valerietown,rich,  2500, 16,2023-06-07,David Norton,rbrown@example.org_,_491-474-2586,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,Entregado,Producto?defectuoso,27
 7,kitchen,North?Thomastown,pay*, 300,26 ,2023-04-14,Dr. Monica Woods,ydavid?example.com,_(475)336-0709x87999,"93043 Kiara Crossroad
Port Amandachester, WI 16919",*Efectivo,Entregado,Producto defectuoso,88
9,trade.,Port Kelly,rich , 2600,17 ,2023-06-17,Larry Welch,cwilliams@example.com,557.193.8141," 30768 Louis Mill
Lake Carmen, LA 47934",Efectivo,Entregado,,54
26  ,if,South Timothyberg,despite,1100  ,28  ,?2023-07-25,Benjamin Chan,*wwilson@example.org,001-236-332-5014x39284,"22214*Janet*Plaza*Suite*903
West*Christopherside,*DC*40075",Tarjeta ,Entregado,Producto defectuoso,24 
 20,home*,Kevinton,whom,2100  ,23  ,2023-01-18*,Susan!Harvey,lharmon  example.net,372.568.4886x317,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",?Tarjeta,Entregado ,,43  
30 ,up,East Janicemouth,much_,  2600,27  , 2023-03-14,Karl*Cardenas,ydavid@example.com,280.504.6212,"493 Cameron Ramp
Veronicatown, MI 81010_",?Efectivo,Entregado,,98
  19,present?,North Brittney,much , 2500,13  ,2023-07-25,Andrew Mitchell,david09!example.com,372.568.4886x317,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Tarjeta,Entregado*,?,98
29 ,present,Trujillofort,member,2100 ,28 ,2023-07-15,.Sean Mitchell,steelejulian@example.net_,339-100-4282x04920,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta?,En camino,Producto defectuoso,18 
22  ,factor,Vasquezborough,rich,2500  ,25,2023-09-13,Angela Taylor,powersjimmy@example.org,(175)317-5834 ,"67032!Megan!Cliffs!Suite!876
Loveside,!SD!53246",Efectivo,Entregado,,55  
12 ,create,North Brittney,still, 2100,11,?2023-09-01,David Scott,_vhill@example.org,.(686)499-0991,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Efectivo,Entregado,Producto defectuoso,78 
29 ,professor,Lindaport,exist,2400 ,  18,2023-06-06,Susan*Harvey,rbrown@example.org,001-594-337-5421x87814,"USS Fuller
FPO AA 30334",Efectivo,Entregado,.Producto defectuoso,  78
  19,up,North Thomastown,still,  2500,11, 2023-03-14,*Charles Williams,rbrown?example.org,+1-105-592-6193x7727,"37970 Hudson Falls
Downshaven, PA 58533",Efectivo,Entregado,*, 4
 10,staff,Kevinton*,rich,2800 , 17,2023-07-15,Larry Welch,wwilson@example.org,001-236-332-5014x39284,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta., Entregado,Producto defectuoso,74  
9,food?,Jodichester,forward,  2100, 26,2023-11-20,_Crystal Chambers,powersjimmy@example.org,641-800-6599x2234,"37970 Hudson Falls
Downshaven, PA 58533 ",Efectivo,Entregado ,, 38
15,present,Larrychester,leader,800  ,  10,2023-06-07,.Cynthia Hayes,sandersbeth@example.org*,*001-338-955-6200,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta,*Entregado,,4  
 25, kitchen,Courtneymouth,popular, 2000,18 ,2023-01-04,Adam Mueller,rbrown@example.org,(475)336-0709x87999*,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473 ",Tarjeta,Entregado,,98
8,door_,*Port Kelly,exist,1100 , 8,2022-12-04,Cynthia Hayes,krystalmcdaniel@example.org,525-194-7529,"USS Fuller
FPO AA 30334",Efectivo*,En camino.,Producto defectuoso ,28 
 11,firm,Kevinton?,movement,600  ,  29,2023-01-14 ,Jennifer Holmes,parkerandrew@example.org,372.568.4886x317,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Tarjeta,En camino,Producto defectuoso,88
12  ,up,.Lindaport,*individual,700  ,29  ,2023-06-06,Daniel Garcia,eric87@example.org.,369.774.6572x373,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,En camino.,,12 
21 , choice,Brendanberg,job,800 ,24 ,2023-01-04,Brittney Guerra,estesjon@example.org,*870-860-8083x698,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,En camino.,Producto defectuoso,25 
 2,worry,East Josephland ,say,2500 , 27,2023-07-08, Brittney Guerra,wliu@example.net_,280.504.6212,"_7474 Sean Pine
Frazierchester, OK 57469",Efectivo,.En camino,.,25 
  4,?education,Andrewside,member,1500 , 15,2023-06-21,Larry Welch,cwilliams@example.com,630-469-6433?,"0262 Cheryl Union
Sampsonfurt, ME 63401",?Efectivo,En camino?,Producto defectuoso,25 
7  ,door,.South Timothyberg,at,1500 ,26  ,2023-03-14,Dr. Monica Woods,parkerandrew@example.org,001-338-955-6200," 0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,,24 
 20,worry,Larrychester,.leader,2400  ,13  ,2023-06-06,Larry Welch,powersjimmy@example.org,848-723-3346,"93043 Kiara Crossroad
Port Amandachester, WI 16919",_Efectivo,En camino,Producto defectuoso,39 
8,democratic,New Reginaldmouth,spring,800  ,11,2023-07-08,Andrew Mitchell?,brianboyd@example.org,372.568.4886x317,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,Entregado,*Producto defectuoso, 25
12 ,education,Vasquezborough.,despite,  300,16  ,2023-07-10,_Sean Mitchell,walkerraven@example.net,001-557-543-1910,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,_Entregado,?,38  
 16,strategy,Andrewside_,say,  1300,22 , 2023-03-13,Karl Cardenas,lharmon@example.net,001-557-543-1910,"?67032 Megan Cliffs Suite 876
Loveside, SD 53246",Tarjeta,Entregado,,88
 21,operation,South?Thomas,industry,1600  ,11,2023-08-13, Jennifer Holmes,cwilliams@example.com,369.774.6572x373,"91315 Simpson Fork Apt. 336
South Mark, GA 64860", Efectivo,Entregado,?Producto defectuoso,  19
  26,_door,Jessechester,individual,700  ,  12,2023-01-18,_Karl Cardenas,paul02@example.com ,2661673098,"7474 Sean Pine
Frazierchester, OK 57469",.Tarjeta,Entregado,, 14
 13,administration.,Andrewside,whom,  1100, 30,2023-08-17,Dr. Monica Woods,lweaver@example.org_,.630-469-6433,"91315 Simpson Fork Apt. 336
South Mark, GA 64860*",Tarjeta,En camino,,  21
27,professor,Vasquezborough,at,2800 ,12  ,_2023-11-20,Roger Stephens,paul02@example.com ,372.568.4886x317,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",?Efectivo,.Entregado,?,19  
3 ,strategy,Brendanberg,industry,700  ,9,2023-09-23,Lisa Stafford,briangonzales@example.net,369.774.6572x373,"769 Dickerson Drive
Jasminemouth, HI 08895",?Efectivo,Entregado,Producto defectuoso,  97
  7,?involve,*Susanton,step, 300,  2,2023-05-05_,Angela Taylor,*powersjimmy@example.org,2661673098,"7474 Sean Pine
Frazierchester, OK 57469",Efectivo,.Entregado,,  19
 18,home,North Jasmine,movement,300 ,27 ,*2023-10-15,Andrew Mitchell,rdaugherty@example.net,?001-419-330-3873x87349,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Efectivo,Entregado,Producto defectuoso,19 
29 ,democratic,Lake Juan,despite,  700,9,2023-03-22,Carla Orozco,*lweaver@example.org,641-800-6599x2234,"37970 Hudson Falls
Downshaven, PA 58533",Tarjeta,*En camino,Producto defectuoso,  87
29 ,present, East Jonathan,increase*,1100 ,11,2023-06-17,*Brittney Guerra,eric24@example.com,525-194-7529,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Efectivo ,En camino,, 19
  3,just,Valerietown,despite, 900,27  ,2023-09-12,Jessica Davis,briangonzales@example.net,(314)325-7035x737,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Tarjeta_,Entregado,,55 
16  ,under,Vasquezborough,?job,300  ,12  ,_2023-07-15,?Daniel Garcia,briangonzales@example.net,(314)325-7035x737 ,"2644!Gonzalez!Mills!Apt.!856
Port!Frank,!IN!25816",Tarjeta,_En camino,Producto?defectuoso,24  
 23,.kitchen, Kevinton,set, 1500, 14,2023-01-04,Benjamin Chan,lharmon@example.net,525-194-7529,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,En camino,Producto defectuoso,53  
  23,owner,Susanton.,at, 1600,23 ,2023-06-07,Larry Welch,wliu@example.net_,(475)336-0709x87999,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529_",Efectivo,En camino,*,27
11 ,_firm,Vasquezborough,TV,3000 , 21,2023-08-17,Crystal?Chambers,dhuber@example.com,369.774.6572x373,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo.,Entregado,,  97
3  ,owner,East Jonathan,letter, 1300,13 ,2023-06-06,Larry Welch,matthew29@example.com,339-100-4282x04920,"7474 Sean Pine
Frazierchester, OK 57469",*Tarjeta,Entregado,Producto?defectuoso,54
15,under,Jodichester,budget,200 , 29,2023-08-17,Sean?Mitchell,steelejulian!example.net,(686)499-0991,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta,En camino,,  36
8,choice,Lindaport,job,  200,29  ,2023-08-13,Andrew Mitchell,estesjon@example.org,(686)499-0991?,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Efectivo?,En camino,Producto defectuoso, 78
16 ,_democratic,East Jonathan,leader,2100  , 22,2023-06-28,Carla Orozco,steelejulian@example.net.,857-262-8794,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,Entregado?,Producto defectuoso, 25
21  ,choice,_Port Kelly,popular,200  ,25,2023-06-21,Charles Williams_,dhuber@example.com,001-419-330-3873x87349_,"PSC 2182, Box 8243
APO AP 79039",Efectivo,En camino,.,53  
16  ,staff ,Milesburgh,leg,300 ,24  ,2023-11-20,Alan Bird,*paul49@example.net,491-474-2586,"9978  Kenneth  Plaza  Suite  069
Monicafurt,  NM  39529",Tarjeta,Entregado,,49 
  25,trade?,East Leah,*pay,  600,23 , 2023-07-08,Alan Bird,matthew29@example.com,001-236-332-5014x39284,"?2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Tarjeta*,En camino?,Producto defectuoso,43 
 22,operation.,East Leah,spring,2000 ,  18,2023-09-23,David Norton,_eric87@example.org,001-890-231-3672x1535," 664 Berger Rapid
South Suzanne, WV 68526",.Tarjeta,_En camino,Producto defectuoso,43 
 3,just,Port Alexachester.,despite, 2000, 14,2023-06-17,Larry Welch,eric87@example.org,(612)821-1834x900,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,Entregado ,,98
8,owner,Vasquezborough,finish?,2800 , 22,2023-07-15,Susan Harvey,.david09@example.com,621-875-1265x11205,"93043 Kiara Crossroad
Port Amandachester, WI 16919",?Tarjeta,Entregado,Producto defectuoso, 12
20 ,administration_,Briannaport_,finish, 200,30  ,2023-11-20?,Cynthia Hayes,eric87@example.org.,848-723-3346,"_4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Efectivo, En camino,_, 14
10 ,if ,East Josephland,at, 700, 17,2023-08-27,Kelsey Lopez,rbrown@example.org,(475)336-0709x87999_,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538.",Efectivo,Entregado,,42
6  ,factor*,Larrychester,popular,200  ,8  ,2023-03-14 ,Cynthia Hayes?,matthew29@example.com,(612)821-1834x900,"PSC 2182, Box 8243
APO AP 79039 ",Efectivo ,Entregado, Producto defectuoso, 38
21 ,create,East Jonathan.,TV, 900,30 ,2023-02-09,Robert Bryant,briangonzales@example.net,630-469-6433,"915!Mathis!Camp!Apt.!447
Thomastown,!MS!44338",Tarjeta,_En camino,, 83
 17,under,Port?Kelly,despite,  700,8 ,2023-09-01,Lisa Stafford,paul02@example.com,525-194-7529,"USS Fuller
FPO AA 30334",Tarjeta ,Entregado,Producto defectuoso_, 72
20 ,create,East Janicemouth,job,  2100,26  ,2023-08-13,Kelsey Lopez,paul49@example.net,602.238.8997x526.,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Tarjeta,Entregado_,Producto defectuoso_,4  
18 ,administration_,South Timothyberg*,set,2500  ,23  ,2023-03-14,Andrew Mitchell,steelejulian@example.net,+1-105-592-6193x7727_,"91315 Simpson Fork Apt. 336
South Mark, GA 64860.",Efectivo,Entregado,,98
 30,*home,West Charles,finish_,3000 ,14 ,_2023-07-15,Larry Welch,ydavid@example.com,509.821.0932x647 ,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,?En camino,Producto defectuoso., 78
